%time,field.header.seq,field.header.stamp,field.header.frame_id,field.info.header.seq,field.info.header.stamp,field.info.header.frame_id,field.info.vehid,field.info.type,field.info.msg_ver,field.info.comm,field.speed,field.position.x,field.position.y,field.position.z,field.yaw,field.wheel_angle,field.quality,field.distance,field.status,field.direction,field.weight,field.correction.x,field.correction.y,field.correction.z,field.reason.reason,field.reason.point.x,field.reason.point.y,field.reason.point.z,field.reason.state
1687473266681567220,2086639,1687473266677829980,,0,0,,1007002,,,,4.96499347687,422.675069252,-1493.43047096,281.051334606,1.52052259445,-0.0531250014901,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266699060814,2086640,1687473266695020914,,0,0,,1007002,,,,4.90955066681,422.700258015,-1493.27133153,281.053815651,1.51963794231,-0.0531250014901,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266715541626,2086641,1687473266712089061,,0,0,,1007002,,,,4.91268348694,422.70548865,-1493.19372224,281.046477332,1.51925122738,-0.0552083328366,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266735094065,2086642,1687473266732259035,,0,0,,1007002,,,,4.90180587769,422.731927533,-1493.02878048,281.032805718,1.51820135117,-0.0552083328366,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266745652827,2086643,1687473266742913961,,0,0,,1007002,,,,4.90476179123,422.738004969,-1492.95345982,281.026304843,1.51733279228,-0.0562499985099,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266765076149,2086644,1687473266762209892,,0,0,,1007002,,,,4.90828609467,422.745110606,-1492.86388801,281.018562019,1.51690506935,-0.0562499985099,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266784418166,2086645,1687473266776850938,,0,0,,1007002,,,,4.91128921509,422.751050076,-1492.78768326,281.011964121,1.51598632336,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266797848655,2086646,1687473266794493913,,0,0,,1007002,,,,4.91074228287,422.756544425,-1492.78328953,280.997756105,1.51487362385,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266815812936,2086647,1687473266812479019,,0,0,,1007002,,,,4.91359615326,422.763047876,-1492.70952349,280.990228883,1.51440119743,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266828877323,2086648,1687473266825774908,,0,0,,1007002,,,,4.91675138474,422.770125034,-1492.62795279,280.9818936,1.51339125633,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266851906761,2086649,1687473266843920946,,0,0,,1007002,,,,4.92008590698,422.777477305,-1492.54167876,280.973063377,1.5123654604,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266865528451,2086650,1687473266862598896,,0,0,,1007002,,,,4.89015579224,422.780064949,-1492.54677668,280.973106315,1.5118509531,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266880964867,2086651,1687473266877362012,,0,0,,1007002,,,,4.89300394058,422.785837596,-1492.47395992,280.965295338,1.51079201698,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266899092068,2086652,1687473266894779920,,0,0,,1007002,,,,4.9148516655,422.80845939,-1492.31268804,280.945335883,1.50957798958,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266914048057,2086653,1687473266910902023,,0,0,,1007002,,,,4.91773319244,422.814545604,-1492.2384764,280.936376242,1.50896000862,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266933804562,2086654,1687473266930542945,,0,0,,1007002,,,,4.95933628082,422.84396006,-1492.06777654,280.917755216,1.50742864609,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266949136861,2086655,1687473266942845106,,0,0,,1007002,,,,4.96214437485,422.850599217,-1491.99299531,280.90820257,1.50626683235,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266962951941,2086656,1687473266959748983,,0,0,,1007002,,,,4.96519947052,422.857690281,-1491.91169114,280.897798287,1.50560700893,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266981797959,2086657,1687473266977072954,,0,0,,1007002,,,,4.96843528748,422.865065744,-1491.82544835,280.886739971,1.50435554981,-0.0583333335817,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266999700884,2086658,1687473266995492935,,0,0,,1007002,,,,4.99392747879,422.87355833,-1491.82622768,280.888101293,1.50307881832,-0.0583333335817,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473267017422712,2086659,1687473267013669967,,0,0,,1007002,,,,4.99702882767,422.881220236,-1491.74174226,280.876497839,1.50241732597,-0.0583333335817,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473267030123602,2086660,1687473267025968074,,0,0,,1007002,,,,4.99950504303,422.887256236,-1491.67399975,280.867176531,1.50112378597,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473267060867055,2086661,1687473267051310062,,0,0,,1007002,,,,5.00308561325,422.895811385,-1491.57605597,280.853671066,1.49987137318,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473267075945599,2086662,1687473267072302103,,0,0,,1007002,,,,4.92427539825,422.900890597,-1491.59361045,280.844917381,1.49873018265,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473267092751627,2086663,1687473267086216926,,0,0,,1007002,,,,4.97828674316,422.942587669,-1491.36562627,280.800290323,1.49785149097,-0.0572916679084,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473267106867390,2086664,1687473267100076913,,0,0,,1007002,,,,4.98067522049,422.948724985,-1491.29987176,280.789570563,1.49641501904,-0.0583333335817,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473267116660823,2086665,1687473267113667011,,0,0,,1007002,,,,4.98305988312,422.954732774,-1491.23446245,280.778891009,1.49562799931,-0.0583333335817,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
